source,target,similarity
15534,33285,0.6
15535,24223,0.6777
15535,34328,0.6724
15535,21892,0.639
15535,29961,0.639
15535,37035,0.631
15535,35161,0.63
15535,26109,0.6294
15535,26841,0.627
15535,21019,0.626
15548,15550,0.6636
15548,18837,0.65
15548,28325,0.6284
15550,15548,0.6636
15550,28325,0.615
15558,15893,0.6167
15576,29988,0.758
15586,19512,0.6143
15599,23491,0.716
15599,17585,0.7075
15599,15600,0.6724
15599,26165,0.64
15599,12435,0.6333
15599,22607,0.622
15599,26366,0.6123
15599,13747,0.602
15600,15599,0.6724
15600,12226,0.664
15600,22607,0.6577
15600,23491,0.6377
15600,31360,0.6123
15611,13128,0.89
15613,16325,0.6987
15617,13514,0.8594
15619,15534,0.732
15619,15621,0.717
15619,27347,0.623
15619,24223,0.621
15619,25676,0.613
15621,15619,0.717
15621,15534,0.689
15626,28900,0.6025
15627,19115,0.629
15627,26131,0.6226
15627,37276,0.6187
15627,12257,0.6133
15627,33534,0.608
15627,17574,0.6045
15629,14179,0.621
15630,15092,0.774
15630,12256,0.651
15630,13411,0.6333
15630,26131,0.6235
15630,21661,0.6143
15630,31700,0.609
15630,29173,0.6084
15634,23993,0.622
15635,30292,0.6255
15650,32646,0.6436
15664,15674,0.6616
15664,13144,0.6436
15664,29875,0.6035
15674,15664,0.6616
15674,22305,0.627
15674,13144,0.6177
15674,17448,0.6177
15674,35530,0.604
15676,15677,0.6406
15676,29907,0.6
15677,15676,0.6406
15677,23630,0.6304
15677,23629,0.6035
15704,1104,0.985
15713,29925,0.604
15718,15719,0.7437
15718,14431,0.61
15718,33925,0.6074
15718,30892,0.6055
15719,15718,0.7437
15722,34354,0.743
15722,19723,0.7134
15722,19724,0.712
15722,34347,0.6865
15722,19716,0.6807
15722,15730,0.6694
15722,19512,0.6694
15722,14390,0.668
15722,34817,0.6523
15722,19823,0.651
15730,15722,0.6694
15730,19723,0.6113
15741,19403,0.617
15744,23112,0.615
15765,15767,0.64
15767,37117,0.6953
15767,19723,0.6567
15767,15765,0.64
15767,22378,0.636
15767,36979,0.6294
15767,17293,0.6147
15767,31770,0.6035
15836,12435,0.6567
15836,15837,0.62
15836,17585,0.6025
15836,14907,0.601
15837,15836,0.62
15885,11220,0.6816
15886,35415,0.6533
15886,34346,0.6426
15886,22518,0.6416
15886,12262,0.636
15893,15558,0.6167
15927,15928,0.7114
15927,31607,0.615
15928,15927,0.7114
15940,17574,0.6597
15940,17476,0.628
15940,29969,0.6113
15948,14059,0.645
15954,25896,0.778
15964,16694,0.614
15964,30267,0.605
15971,19099,0.85
15971,29570,0.752
15971,16329,0.7007
15971,31138,0.6777
15971,18650,0.6694
15971,31135,0.632
15971,24687,0.627
15971,16326,0.621
15971,35854,0.619
15971,22652,0.616
15972,30211,0.7983
15998,15999,0.621
15999,25406,0.6953
15999,15998,0.621
16018,24026,0.6655
16018,22518,0.6274
16018,32087,0.6245
16018,33731,0.615
16018,24200,0.603
16077,32867,0.67
16085,37846,0.6187
16085,12475,0.611
16100,16101,0.634
16101,16105,0.7344
16101,16100,0.634
16102,16105,0.617
16105,16101,0.7344
16105,17471,0.6396
16105,35027,0.6387
16105,29570,0.619
16105,16102,0.617
16105,20078,0.607
16114,18531,0.663
16115,35944,0.7056
16115,15463,0.661
16115,35216,0.61
16115,25676,0.61
16121,33572,0.6123
16121,33571,0.6
16134,16135,0.628
16135,23506,0.66
16135,16134,0.628
16135,14028,0.603
16135,37352,0.6025
16142,10096,0.7183
16160,1438,0.7573
16160,17108,0.682
16160,26970,0.6685
16187,32539,0.61
16209,5833,0.679
16230,33807,0.717
16278,33165,0.6284
16278,17682,0.609
16321,13023,0.6206
16325,15613,0.6987
16326,16329,0.7266
16326,31138,0.6997
16326,15971,0.621
16326,31135,0.617
16326,18650,0.6157
16326,22650,0.602
16329,16326,0.7266
16329,18650,0.711
16329,19099,0.701
16329,15971,0.7007
16329,24857,0.68
16329,31135,0.671
16329,31138,0.6694
16329,31394,0.6353
16329,25950,0.628
16329,15534,0.6196
16335,3103,0.6304
16455,14059,0.637
16455,17576,0.6274
16455,19002,0.6006
16461,22063,0.606
16500,25371,0.604
16507,22518,0.7793
16507,32087,0.65
16507,23629,0.6406
16507,31607,0.639
16507,23630,0.6367
16507,32246,0.631
16507,19414,0.609
16507,25072,0.6
16541,26660,0.674
16555,22518,0.6973
16555,19414,0.6885
16555,32087,0.645
16578,19043,0.6235
16595,11733,0.6094
16600,1149,0.7544
16610,14397,0.708
16617,22063,0.6235
16694,15964,0.614
16762,3640,0.7876
16781,29328,0.7666
16822,29605,0.776
16822,37190,0.7363
16842,18712,0.921
16853,25276,0.7837
16886,25432,0.627
16904,16905,0.6313
16905,16904,0.6313
16905,34189,0.614
16919,16920,0.7197
16919,32886,0.6436
16919,19723,0.64
16919,24223,0.6035
16920,16919,0.7197
16930,22847,0.7095
16930,24223,0.6196
16930,15260,0.6133
16930,15264,0.601
16932,13319,0.6377
16938,17249,0.71
16938,21152,0.6304
16999,1149,0.62
17024,17025,0.7114
17024,25033,0.6655
17025,25033,0.756
17025,17024,0.7114
17025,29306,0.6025
17042,19025,0.637
17075,3979,0.6226
17090,25571,0.604
17108,26970,0.7817
17108,16160,0.682
17108,1438,0.642
17108,24326,0.617
17109,33347,0.7036
17144,32895,0.644
17144,17146,0.6025
17144,20821,0.602
17146,17448,0.6265
17146,17144,0.6025
17181,27355,0.6772
17199,23110,0.685
17210,28056,0.644
17210,36092,0.6333
17210,30791,0.6084
17249,16938,0.71
17249,21152,0.7095
17249,31960,0.663
17266,25438,0.617
17267,31700,0.606
17267,32862,0.602
17291,17293,0.7188
17291,19716,0.7124
17291,19723,0.71
17291,18635,0.6997
17291,33057,0.697
17291,31770,0.687
17291,33197,0.6655
17291,30168,0.6343
17291,22378,0.6323
17291,35451,0.6304
17292,33058,0.6396
17292,17293,0.636
17293,19723,0.807
17293,19716,0.799
17293,33059,0.792
17293,31770,0.754
17293,33058,0.747
17293,18635,0.7197
17293,17291,0.7188
17293,33197,0.6987
17312,2735,0.756
17322,4811,0.7134
17326,32031,0.6074
17346,18125,0.6543
17414,18964,0.679
17414,33145,0.6484
17424,27444,0.684
17425,13855,0.6
17428,347,0.611
17432,22824,0.691
17447,29784,0.7085
17447,12475,0.707
17447,17955,0.6997
17447,17448,0.6963
17447,28161,0.6934
17447,35573,0.692
17447,14689,0.6895
17447,30169,0.6626
17447,23454,0.6514
17447,37846,0.635
17448,29785,0.7495
17448,17447,0.6963
17448,11982,0.6753
17448,37846,0.673
17448,17959,0.669
17448,28161,0.6562
17448,11642,0.6543
17448,30170,0.6514
17471,22497,0.769
17471,17566,0.6953
17471,29779,0.6733
17471,16105,0.6396
17471,17476,0.631
17471,30168,0.6265
17471,11978,0.611
17472,19116,0.6167
17476,29779,0.6753
17476,17574,0.6367
17476,22496,0.636
17476,37846,0.6353
17476,17471,0.631
17476,15940,0.628
17476,29969,0.6245
17476,17566,0.6206
17476,31635,0.6123
17507,17509,0.605
17507,11965,0.605
17509,17507,0.605
17510,17954,0.638
17514,17516,0.6875
17514,17522,0.6177
17516,17514,0.6875
17516,22317,0.6694
17516,17522,0.6475
17516,11235,0.6123
17516,35917,0.612
17522,22324,0.692
17522,11236,0.6504
17522,17516,0.6475
17522,12821,0.638
17522,17514,0.6177
17524,35311,0.767
17542,20233,0.653
17542,22324,0.6333
17542,27796,0.627
17542,28224,0.613
17543,35155,0.6104
17566,23453,0.697
17566,17471,0.6953
17566,22497,0.6836
17566,29779,0.669
17566,12262,0.6294
17566,33534,0.621
17570,17574,0.6562
17570,35220,0.6245
17570,31635,0.6196
17570,23106,0.6104
17570,22499,0.608
17573,30953,0.6
17574,31635,0.7227
17574,35225,0.6943
17574,30083,0.6675
17574,23106,0.6655
17574,15940,0.6597
17574,17570,0.6562
17574,33534,0.6504
17574,25072,0.6494
17574,35220,0.645
17576,11643,0.66
17576,29785,0.6597
17576,14059,0.652
17576,18636,0.65
17576,11642,0.646
17576,17448,0.642
17584,26064,0.73
17584,12256,0.668
17584,32784,0.668
17584,17585,0.6665
17584,33435,0.651
17584,32786,0.633
17584,35220,0.6284
17584,37748,0.6133
17585,23491,0.7295
17585,15599,0.7075
17585,17584,0.6665
17585,19312,0.658
17585,31453,0.656
17585,26165,0.642
17585,18806,0.6416
17585,30266,0.6323
17585,12226,0.621
17600,6622,0.639
17611,4727,0.641
17616,20433,0.717
17646,562,0.6265
17655,3551,0.7144
17681,31359,0.6035
17682,16278,0.609
17682,19360,0.6035
17699,19909,0.6245
17699,14639,0.6245
17701,25032,0.64
17736,10042,0.649
17748,35225,0.6035
17782,33661,0.627
17792,34639,0.624
17833,29477,0.607
17843,7865,0.656
17843,12946,0.622
17844,20807,0.7666
17854,18330,0.641
17905,3795,0.6143
17928,24579,0.6094
17936,14625,0.605
17954,29779,0.663
17954,11978,0.661
17954,34346,0.644
17954,23511,0.6426
17954,17510,0.638
17954,29581,0.623
17954,17959,0.611
17955,14689,0.769
17955,12475,0.731
17955,17447,0.6997
17955,35573,0.6587
17955,23454,0.614
17955,28161,0.6016
17959,29785,0.6694
17959,17448,0.669
17959,19766,0.6646
17959,23512,0.6577
17959,37846,0.6504
17959,11380,0.6445
17959,12475,0.64
17959,19571,0.6333
17963,17964,0.7183
17964,17963,0.7183
18030,32516,0.7114
18030,22607,0.6426
18030,35865,0.6147
18030,17585,0.609
18030,12226,0.6025
18031,29252,0.6836
18083,25952,0.6055
18083,28391,0.602
18125,17346,0.6543
18125,30749,0.607
18135,18136,0.6094
18136,27429,0.6177
18136,18135,0.6094
18140,26186,0.864
18152,37035,0.657
18152,18225,0.6133
18175,21099,0.668
18180,26560,0.6846
18207,18208,0.667
18207,35495,0.611
18208,18207,0.667
18208,35495,0.617
18214,29258,0.739
18225,18152,0.6133
18225,37035,0.6113
18226,33731,0.61
18226,31570,0.6084
18226,15535,0.6045
18226,20064,0.6035
18226,33661,0.6025
18245,9314,0.643
18251,9507,0.706
18296,36865,0.6714
18299,20052,0.6787
18299,18300,0.62
18300,36704,0.7275
18300,20052,0.7095
18300,22771,0.6885
18300,22152,0.6255
18300,18299,0.62
18330,17854,0.641
18330,33033,0.636
18368,18373,0.6245
18372,26356,0.6123
18372,18373,0.6035
18373,18368,0.6245
18373,26356,0.617
18373,37063,0.6167
18373,18372,0.6035
18374,32186,0.9844
18375,8549,0.6167
18375,31642,0.6157
18387,953,0.712
18387,6579,0.7095
18422,14516,0.682
18422,24536,0.6396
18422,24857,0.633
18422,22652,0.6113
18473,27176,0.602
18475,13250,0.6177
18476,34032,0.676
18476,30892,0.6177
18476,14694,0.608
18476,18652,0.606
18476,27743,0.6025
18483,5673,0.649
18531,16114,0.663
18531,17701,0.623
18531,25032,0.6143
18573,27330,0.6562
18585,37146,0.61
18602,23110,0.7163
18609,18611,0.692
18611,35193,0.6973
18611,18609,0.692
18611,19115,0.6484
18611,32455,0.635
18611,29584,0.627
18611,33310,0.6084
18611,36719,0.6064
18611,25285,0.6
18620,9304,0.853
18625,23859,0.844
18626,19503,0.605
18634,18651,0.7046
18634,22546,0.667
18634,31135,0.6475
18634,11236,0.635
18634,27796,0.615
18634,19129,0.6025
18634,11098,0.6
18635,17293,0.7197
18635,20058,0.712
18635,17291,0.6997
18635,22378,0.6865
18635,19512,0.6807
18635,19509,0.668
18635,12558,0.6567
18635,36985,0.655
18635,19716,0.6416
18635,37117,0.641
18636,18652,0.7686
18636,30269,0.707
18636,22546,0.69
18636,31395,0.6855
18636,22518,0.685
18636,34622,0.6504
18640,18643,0.784
18640,22809,0.7144
18640,22449,0.6885
18640,19943,0.637
18643,18640,0.784
18643,22809,0.733
18643,22449,0.665
18643,29770,0.612
18643,14694,0.6045
18648,18635,0.6226
18650,31394,0.737
18650,22546,0.7334
18650,28657,0.7285
18650,11256,0.714
18650,16329,0.711
18650,11252,0.6826
18650,14306,0.6797
18650,22542,0.676
18650,19099,0.674
18651,18634,0.7046
18652,18636,0.7686
18652,20033,0.7236
18652,31395,0.699
18652,30269,0.665
18652,11256,0.6606
18652,30170,0.6587
18652,33177,0.658
18652,34622,0.6475
18662,36943,0.7383
18695,20843,0.666
18695,37047,0.6655
18709,30783,0.7256
18710,7790,0.762
18712,16842,0.921
18746,18748,0.625
18748,29570,0.6367
18748,18746,0.625
18748,13168,0.613
18806,17585,0.6416
18837,15548,0.65
18867,3640,0.694
18906,27783,0.678
18927,35220,0.6816
18940,10212,0.73
18951,28576,0.683
18951,6677,0.6084
18960,34347,0.678
18960,34354,0.6675
18960,29718,0.6504
18960,15722,0.645
18960,19723,0.6436
18960,20230,0.6416
18960,27347,0.6387
18960,30532,0.636
18960,35521,0.634
18960,34039,0.6255
18964,33145,0.784
18964,17414,0.679
18967,11445,0.6504
18967,12262,0.6436
19001,20705,0.6143
19001,19002,0.6064
19002,19003,0.678
19002,30269,0.6514
19002,19922,0.646
19002,11791,0.609
19002,19001,0.6064
19002,35806,0.6045
19003,19002,0.678
19025,17042,0.637
19043,16578,0.6235
19053,23793,0.7075
19088,30266,0.655
19088,28327,0.613
19099,15971,0.85
19099,29570,0.781
19099,16329,0.701
19099,18650,0.674
19099,31135,0.6377
19099,36031,0.63
19099,31138,0.6206
19101,19199,0.679
19115,32455,0.6597
19115,18611,0.6484
19115,15627,0.629
19115,31635,0.6167
19115,22738,0.6064
19116,17472,0.6167
19123,22542,0.6
19129,22546,0.751
19129,22650,0.688
19129,11098,0.627
19129,22547,0.6167
19129,18634,0.6025
19130,22547,0.6924
19165,21481,0.672
19165,11256,0.616
19165,19166,0.6006
19166,25010,0.602
19166,19165,0.6006
19197,23046,0.6807
19199,19101,0.679
19232,19233,0.7793
19232,37852,0.6206
19232,12256,0.618
19232,32406,0.617
19232,30892,0.6113
19233,19232,0.7793
19233,30892,0.6743
19233,28987,0.6323
19233,37250,0.618
19296,12887,0.601
19299,19300,0.7637
19299,27176,0.6187
19300,19299,0.7637
19312,17585,0.658
19312,23491,0.6113
19335,2800,0.843
19335,21226,0.655
19350,31334,0.845
19359,19360,0.6895
19360,19436,0.6924
19360,19359,0.6895
19360,17682,0.6035
19360,29926,0.602
19367,24899,0.7227
19387,24374,0.7593
19388,24339,0.7744
19396,17203,0.67
19403,15741,0.617
19405,13761,0.704
19414,22518,0.737
19414,16555,0.6885
19414,16507,0.609
19421,36662,0.854
19431,14178,0.6587
19431,25367,0.606
19431,27444,0.606
19433,14179,0.6396
19433,19436,0.626
19433,28224,0.607
19433,17542,0.604
19433,29677,0.604
19433,19434,0.604
19434,19433,0.604
19436,19360,0.6924
19436,25369,0.648
19436,32071,0.6377
19436,19433,0.626
19436,35917,0.626
19479,22276,0.6274
19493,30348,0.91
19493,34483,0.633
19493,17413,0.629
19503,18626,0.605
19505,7676,0.6577
19507,35451,0.742
19507,28663,0.677
19507,11978,0.668
19507,15465,0.6475
19507,36978,0.6377
19507,19723,0.623
19507,19509,0.616
19507,15464,0.612
19509,12558,0.727
19509,11982,0.725
19509,19512,0.6714
19509,18635,0.668
19509,15464,0.662
19509,17293,0.632
19509,36979,0.6245
19509,25371,0.618
19509,19507,0.616
19510,18635,0.603
19511,18960,0.6
19512,19716,0.7427
19512,34354,0.7183
19512,12555,0.708
19512,31770,0.6978
19512,18635,0.6807
19512,19723,0.679
19512,15468,0.673
19512,19509,0.6714
19512,15722,0.6694
19512,19724,0.669
19528,19531,0.6426
19531,19528,0.6426
19536,20230,0.625
19547,19549,0.6255
19547,21040,0.62
19549,19547,0.6255
19571,23512,0.681
19571,17959,0.6333
19571,34354,0.6016
19584,21279,0.6147
19626,28210,0.633
19626,35713,0.6
19663,12286,0.753
19663,25676,0.719
19663,29835,0.6953
19663,12503,0.6626
19663,35215,0.6626
19663,35944,0.6567
19663,11725,0.644
19663,24649,0.6377
19695,21884,0.611
19709,19710,0.6406
19710,19709,0.6406
19710,36603,0.615
19715,36979,0.627
19715,36978,0.6255
19716,31770,0.839
19716,19723,0.839
19716,17293,0.799
19716,19724,0.7603
19716,33058,0.754
19716,33059,0.744
19716,19512,0.7427
19716,15468,0.727
19716,33197,0.719
19716,17291,0.7124
19723,19716,0.839
19723,17293,0.807
19723,19823,0.745
19723,19724,0.7407
19723,31770,0.739
19723,35451,0.7227
19723,15722,0.7134
19723,17291,0.71
19723,33059,0.704
19723,33197,0.701
19724,19716,0.7603
19724,19723,0.7407
19724,15722,0.712
19724,28663,0.675
19724,19512,0.669
19724,31770,0.651
19724,14390,0.642
19724,34354,0.6406
19724,33058,0.6396
19724,17293,0.639
19766,17959,0.6646
19766,36604,0.652
19766,29785,0.62
19766,17448,0.6143
19766,23512,0.6084
19766,11982,0.6074
19796,19797,0.6113
19797,19796,0.6113
19807,9289,0.61
19823,19723,0.745
19823,27347,0.653
19823,15722,0.651
19823,19716,0.642
19823,18960,0.6245
19823,33196,0.6113
19823,14390,0.6055
19823,19724,0.6035
19823,29718,0.602
19835,23296,0.6094
19846,19854,0.6787
19846,20064,0.677
19846,20065,0.613
19849,20065,0.73
19849,12825,0.655
19849,14977,0.6514
19849,20064,0.6357
19849,28406,0.6333
19849,32643,0.6226
19849,30997,0.6133
19849,19854,0.6104
19854,19846,0.6787
19854,20064,0.6685
19854,20065,0.618
19854,19849,0.6104
19854,12821,0.61
19859,24390,0.8315
19898,402,0.677
19909,17699,0.6245
19914,30997,0.649
19914,22395,0.6006
19922,19002,0.646
19922,23106,0.62
19943,22809,0.663
19943,22449,0.6514
19943,11544,0.648
19943,18640,0.637
19943,12524,0.601
19955,8388,0.748
19955,14680,0.6104
19964,19965,0.6895
19965,19964,0.6895
20033,18652,0.7236
20033,33775,0.6025
20046,20048,0.6553
20048,20046,0.6553
20052,18300,0.7095
20052,18299,0.6787
20052,22152,0.661
20052,30848,0.619
20058,18635,0.712
20058,36985,0.6436
20058,22378,0.643
20058,37117,0.6357
20058,17291,0.606
20058,12252,0.604
20059,33572,0.6045
20064,20065,0.7837
20064,19846,0.677
20064,19854,0.6685
20064,19849,0.6357
20064,28405,0.6323
20064,14977,0.6294
20064,33731,0.6245
20064,31570,0.621
20064,27397,0.619
20064,14694,0.6177
20065,20064,0.7837
20065,19849,0.73
20065,14977,0.668
20065,27397,0.6587
20065,31570,0.656
20065,30997,0.653
20065,33165,0.6284
20065,19854,0.618
20065,28406,0.6177
20065,22396,0.6167
20078,16105,0.607
20094,26939,0.87
20094,28437,0.736
20094,13560,0.7275
20094,32453,0.6616
20099,25037,0.677
20100,25039,0.6567
20165,20167,0.625
20167,20165,0.625
20167,31635,0.625
20167,17574,0.6055
20175,25264,0.9224
20185,20186,0.6753
20186,20185,0.6753
20205,20206,0.6104
20206,20205,0.6104
20217,31770,0.681
20217,19512,0.654
20217,19716,0.652
20217,17293,0.644
20217,29779,0.6406
20217,31771,0.6353
20217,11978,0.6323
20219,22920,0.626
20230,34347,0.6895
20230,29718,0.667
20230,34354,0.6616
20230,34618,0.661
20230,31770,0.6445
20230,18960,0.6416
20230,31635,0.627
20230,19536,0.625
20230,31558,0.6064
20231,20233,0.6133
20233,17542,0.653
20233,22324,0.6504
20233,25032,0.6255
20233,27796,0.6147
20233,20667,0.6143
20362,32363,0.65
20364,1991,0.63
20364,18652,0.605
20381,20399,0.6445
20399,20381,0.6445
20433,17616,0.717
20446,10558,0.6514
20467,37846,0.618
20467,20472,0.6113
20468,37846,0.6772
20468,12475,0.6567
20468,11378,0.643
20468,29784,0.613
20468,30169,0.6123
20468,35573,0.612
20468,23454,0.601
20472,37846,0.638
20472,20467,0.6113
20502,13780,0.7036
20552,5818,0.6216
20574,34083,0.6133
20601,32702,0.646
20601,33727,0.606
20629,35496,0.764
20629,25291,0.702
20631,21019,0.632
20631,33177,0.621
20632,26920,0.7036
20648,30454,0.6587
20648,30452,0.6445
20667,33057,0.6885
20667,33059,0.6626
20667,31770,0.648
20667,31553,0.6284
20705,29785,0.7505
20705,12288,0.69
20705,30170,0.667
20705,30168,0.644
20705,25675,0.6396
20705,17448,0.6367
20705,29784,0.6274
20705,30169,0.6265
20741,20742,0.6665
20742,20741,0.6665
20742,13073,0.6504
20742,28860,0.6123
20742,33128,0.6104
20742,24857,0.6006
20760,23222,0.6055
20780,30902,0.647
20807,17844,0.7666
20810,17203,0.6177
20811,32668,0.6235
20821,20822,0.764
20821,13149,0.645
20821,24579,0.615
20821,17144,0.602
20822,20821,0.764
20822,24579,0.6133
20828,22518,0.634
20829,6429,0.6895
20865,27537,0.9175
20867,17574,0.614
20898,11521,0.6064
20909,20910,0.6865
20910,20909,0.6865
20918,13127,0.633
20938,2471,0.611
21019,29940,0.6523
21019,33177,0.6416
21019,35530,0.637
21019,25282,0.633
21019,20631,0.632
21019,15535,0.626
21019,30432,0.6235
21020,21023,0.685
21020,21022,0.654
21020,27444,0.625
21020,29976,0.6074
21022,21020,0.654
21022,27446,0.6187
21023,21020,0.685
21040,19547,0.62
21041,25318,0.679
21044,11238,0.7095
21080,8836,0.6743
21099,18175,0.668
21104,24079,0.683
21152,17249,0.7095
21152,16938,0.6304
21155,27355,0.6484
21186,30269,0.694
21186,21279,0.6357
21225,24711,0.735
21259,27392,0.6577
21259,21260,0.6016
21260,37846,0.618
21260,21259,0.6016
21265,12326,0.62
21279,31770,0.654
21279,11256,0.6416
21279,21186,0.6357
21279,21897,0.624
21279,33058,0.6196
21279,19584,0.6147
21285,17199,0.601
21291,27820,0.606
21325,8531,0.625
21327,28488,0.768
21327,25518,0.7236
21348,32265,0.6323
21382,21383,0.707
21383,21382,0.707
21383,14206,0.602
21414,21884,0.654
21414,22648,0.605
21416,22545,0.7046
21416,33138,0.672
21416,22542,0.643
21416,22649,0.633
21416,31131,0.6143
21417,33139,0.644
21417,12690,0.6143
21417,22652,0.6025
21425,31151,0.6016
21461,21465,0.669
21465,21461,0.669
21465,28291,0.6147
21469,22652,0.7363
21469,30770,0.629
21469,30951,0.6245
21469,22651,0.6226
21469,21472,0.614
21472,30772,0.709
21472,21469,0.614
21476,35777,0.602
21481,19165,0.672
21489,13015,0.656
21524,29684,0.665
21631,22140,0.6743
21631,26333,0.611
21661,22496,0.6797
21661,12367,0.6733
21661,33534,0.654
21661,15630,0.6143
21664,32252,0.6567
21666,22771,0.6924
21666,18300,0.6113
21706,30370,0.639
21709,35086,0.7446
21743,21746,0.611
21745,34438,0.6343
21746,14373,0.6875
21746,21743,0.611
21820,32305,0.9004
21859,27743,0.6396
21859,11725,0.6226
21884,21897,0.698
21884,24853,0.68
21884,24420,0.6577
21884,21414,0.654
21884,15463,0.6304
21884,33139,0.628
21884,30509,0.627
21884,24421,0.6265
21892,15535,0.639
21892,18652,0.6123
21892,31395,0.6104
21897,24857,0.8555
21897,21884,0.698
21897,24421,0.6704
21897,33775,0.645
21897,28657,0.6387
21897,11235,0.63
21897,11256,0.6294
21897,30509,0.6265
21897,21279,0.624
21904,1615,0.691
21929,35064,0.6704
21929,24375,0.612
21948,10236,0.6787
21991,13322,0.656
21991,22115,0.634
21991,32699,0.6274
22040,3447,0.7183
22062,37145,0.6367
22063,25446,0.636
22063,16617,0.6235
22085,33674,0.623
22113,11906,0.701
22113,11905,0.674
22115,13322,0.782
22115,32699,0.6987
22115,36903,0.684
22120,31728,0.698
22140,21631,0.6743
22140,11317,0.6562
22140,37300,0.647
22140,23154,0.617
22152,20052,0.661
22152,30848,0.6475
22152,18300,0.6255
22169,35105,0.713
22179,27743,0.619
22199,13773,0.659
22244,8561,0.6865
22244,8487,0.682
22274,1054,0.697
22274,10830,0.6694
22289,37900,0.685
22305,15674,0.627
22310,37190,0.6904
22317,17516,0.6694
22317,30997,0.6577
22318,22324,0.6426
22324,17522,0.692
22324,11982,0.6626
22324,20233,0.6504
22324,22318,0.6426
22324,17542,0.6333
22324,19509,0.613
22354,35301,0.89
22378,18635,0.6865
22378,17293,0.672
22378,36979,0.663
22378,20058,0.643
22378,15767,0.636
22378,17291,0.6323
22378,12252,0.621
22378,27347,0.618
22378,33197,0.613
22378,19723,0.6123
22383,29461,0.626
22391,33694,0.7764
22395,22396,0.795
22395,31683,0.606
22395,15324,0.605
22395,19914,0.6006
22396,22395,0.795
22396,37197,0.6196
22396,20065,0.6167
22396,31683,0.6157
22396,15324,0.6104
22396,32643,0.606
22396,27847,0.6025
22404,6124,0.643
22449,22809,0.758
22449,33139,0.708
22449,18640,0.6885
22449,18643,0.665
22449,19943,0.6514
22449,22516,0.6235
22449,29541,0.6187
22496,21661,0.6797
22496,12367,0.6714
22496,29581,0.662
22496,17476,0.636
22496,33534,0.625
22496,17574,0.6147
22496,22497,0.609
22496,12257,0.607
22497,17471,0.769
22497,17566,0.6836
22497,14060,0.664
22497,30168,0.64
22497,29779,0.621
22497,22496,0.609
22497,12262,0.606
22497,12257,0.604
22499,17570,0.608
22501,14059,0.6377
22501,12266,0.629
22501,17576,0.6123
22516,22518,0.6284
22516,22449,0.6235
22516,33139,0.605
22518,16507,0.7793
22518,32087,0.747
22518,19414,0.737
22518,23935,0.7007
22518,16555,0.6973
22518,18636,0.685
22542,33138,0.699
22542,11252,0.698
22542,11235,0.6797
22542,18650,0.676
22542,22546,0.6724
22542,22545,0.653
22542,21416,0.643
22542,15463,0.64
22542,31131,0.6333
22543,33139,0.658
22543,13293,0.6353
22543,22544,0.632
22544,33139,0.673
22544,11252,0.646
22544,15463,0.634
22544,28657,0.6323
22544,22543,0.632
22544,21884,0.619
22544,18650,0.608
22545,21416,0.7046
22545,33138,0.689
22545,22542,0.653
22545,31134,0.6353
22545,22649,0.6265
22546,19129,0.751
22546,22650,0.741
22546,18650,0.7334
22546,22547,0.717
22546,31135,0.702
22546,30509,0.6978
22546,18636,0.69
22546,22542,0.6724
22546,18634,0.667
22546,28657,0.665
22547,22546,0.717
22547,30509,0.699
22547,19130,0.6924
22547,18650,0.6606
22547,18636,0.6396
22547,31138,0.621
22547,22542,0.6187
22547,19129,0.6167
22547,22650,0.615
22607,15600,0.6577
22607,18030,0.6426
22607,15599,0.622
22607,17585,0.6177
22607,34101,0.6143
22607,36699,0.614
22607,12226,0.6113
22608,12524,0.6084
22608,36450,0.6035
22609,31359,0.6426
22609,36450,0.63
22609,11370,0.6187
22648,22652,0.6836
22648,22650,0.643
22648,33138,0.6196
22648,21414,0.605
22649,31134,0.6646
22649,21416,0.633
22649,22545,0.6265
22649,33138,0.6123
22650,22546,0.741
22650,19129,0.688
22650,31135,0.675
22650,18650,0.6733
22650,30509,0.6665
22650,22652,0.663
22650,22648,0.643
22650,31394,0.629
22650,33138,0.615
22651,27304,0.667
22651,21469,0.6226
22651,26131,0.605
22651,36474,0.601
22652,21469,0.7363
22652,22648,0.6836
22652,22650,0.663
22652,11906,0.629
22652,18650,0.624
22652,33139,0.6177
22652,15971,0.616
22652,18422,0.6113
22652,23218,0.609
22717,13250,0.626
22721,24705,0.601
22738,12256,0.629
22738,19115,0.6064
22740,1015,0.698
22743,15449,0.6216
22771,21666,0.6924
22771,18300,0.6885
22809,22449,0.758
22809,18643,0.733
22809,18640,0.7144
22809,31365,0.674
22809,19943,0.663
22824,8397,0.7812
22827,28077,0.643
22829,33257,0.7505
22847,16930,0.7095
22847,24026,0.6606
22847,36920,0.6396
22871,32862,0.6934
22871,15092,0.656
22871,31700,0.6367
22871,25072,0.633
22871,32863,0.613
22873,6557,0.895
22920,20219,0.626
22930,28537,0.602
22951,35496,0.7515
22951,25291,0.635
22962,35220,0.622
22973,27940,0.7583
22973,33128,0.649
22973,28224,0.6157
22973,33127,0.602
23004,23005,0.7236
23004,36992,0.6045
23005,23004,0.7236
23029,26366,0.638
23046,19197,0.6807
23051,27820,0.621
23091,30306,0.892
23098,15704,0.6567
23106,17574,0.6655
23106,35220,0.6245
23106,19922,0.62
23106,35225,0.6104
