source,target,similarity
32326,4367,0.7075
32326,8117,0.683
32326,29684,0.6665
32363,20362,0.65
32364,18652,0.63
32364,31395,0.605
32371,24223,0.803
32371,33413,0.645
32371,15535,0.6064
32406,32407,0.6733
32406,19232,0.617
32407,32406,0.6733
32421,11782,0.684
32421,31701,0.6357
32429,32430,0.684
32430,32429,0.684
32430,30168,0.683
32430,35216,0.6406
32430,18652,0.6226
32430,34241,0.618
32434,14868,0.7065
32446,35189,0.635
32446,34343,0.63
32455,19115,0.6597
32455,18611,0.635
32455,25285,0.6323
32455,31635,0.631
32458,31635,0.6753
32458,24649,0.615
32488,32489,0.6333
32489,32488,0.6333
32507,687,0.638
32516,35865,0.7573
32516,18030,0.7114
32575,13313,0.741
32583,10557,0.729
32587,29854,0.6772
32613,12775,0.615
32616,29907,0.726
32616,23629,0.639
32616,30217,0.6206
32616,32246,0.617
32616,31607,0.6133
32643,19849,0.6226
32643,22396,0.606
32646,6429,0.8184
32646,9189,0.8
32658,23167,0.6875
32676,32298,0.6226
32676,32680,0.614
32676,17542,0.604
32677,32687,0.6177
32680,34241,0.6187
32680,32676,0.614
32680,35216,0.605
32680,20065,0.6025
32680,34234,0.6016
32687,32677,0.6177
32687,14831,0.611
32699,13322,0.7783
32699,36020,0.7236
32699,35086,0.7124
32699,22115,0.6987
32702,20601,0.646
32703,33165,0.619
32703,20064,0.608
32703,31366,0.6
32752,25597,0.671
32752,30949,0.6396
32769,32786,0.6553
32769,32784,0.64
32772,11235,0.644
32777,31455,0.844
32783,3085,0.719
32784,32786,0.792
32784,17584,0.668
32784,32769,0.64
32786,32784,0.792
32786,25369,0.663
32786,32769,0.6553
32786,37748,0.654
32786,17584,0.633
32786,17585,0.604
32788,37805,0.6436
32819,32820,0.6875
32820,32819,0.6875
32846,6391,0.694
32846,8527,0.651
32855,32857,0.6094
32855,15092,0.607
32857,15027,0.705
32857,32855,0.6094
32862,32863,0.8
32862,15092,0.703
32862,22871,0.6934
32862,4910,0.6855
32862,37592,0.6665
32862,14119,0.666
32862,25072,0.6333
32862,30267,0.6274
32862,12256,0.625
32862,26064,0.621
32863,32862,0.8
32863,15092,0.6777
32863,25072,0.6562
32863,30270,0.644
32863,30267,0.6343
32863,12257,0.626
32863,30509,0.6187
32863,31701,0.614
32863,22871,0.613
32867,16077,0.67
32886,32895,0.7256
32886,16919,0.6436
32895,32886,0.7256
32895,27341,0.6665
32895,17144,0.644
32895,27444,0.617
32901,14516,0.6304
32951,36399,0.669
32984,7774,0.6597
33033,18330,0.636
33046,24793,0.727
33056,31770,0.6196
33056,17293,0.61
33056,33057,0.606
33057,31770,0.7417
33057,33059,0.7407
33057,17291,0.697
33057,20667,0.6885
33057,17293,0.688
33057,15463,0.685
33057,19716,0.6846
33057,33058,0.656
33057,30168,0.6543
33058,19716,0.754
33058,17293,0.747
33058,33059,0.7446
33058,31770,0.7354
33058,31771,0.7104
33058,33057,0.656
33059,31770,0.8247
33059,17293,0.792
33059,33058,0.7446
33059,19716,0.744
33059,33057,0.7407
33059,19723,0.704
33084,30002,0.768
33127,33128,0.8193
33127,22973,0.602
33128,33127,0.8193
33128,22973,0.649
33128,27940,0.6357
33128,27111,0.6187
33128,20742,0.6104
33138,22542,0.699
33138,22545,0.689
33138,21416,0.672
33138,11235,0.655
33138,28657,0.653
33138,15463,0.6523
33138,22648,0.6196
33138,22650,0.615
33138,33057,0.614
33138,33059,0.6133
33139,22449,0.708
33139,22544,0.673
33139,22543,0.658
33139,21417,0.644
33139,28657,0.634
33139,21884,0.628
33139,22652,0.6177
33145,18964,0.784
33145,17414,0.6484
33165,20065,0.6284
33165,16278,0.6284
33165,32703,0.619
33165,25372,0.618
33170,14715,0.8345
33177,18652,0.658
33177,21019,0.6416
33177,20631,0.621
33177,29779,0.6187
33177,25282,0.6035
33189,29258,0.8066
33192,37112,0.602
33196,33197,0.773
33196,27347,0.7256
33196,19723,0.6816
33196,17293,0.6377
33196,19716,0.6196
33196,19823,0.6113
33196,22378,0.605
33197,33196,0.773
33197,27347,0.747
33197,19716,0.719
33197,31770,0.713
33197,19723,0.701
33197,17293,0.6987
33197,29779,0.68
33197,17291,0.6655
33197,30892,0.655
33197,33059,0.6465
33257,22829,0.7505
33285,33413,0.702
33285,24387,0.6587
33285,27341,0.6274
33285,24223,0.6074
33285,15534,0.6
33310,34343,0.6597
33310,18611,0.6084
33310,33311,0.601
33311,33310,0.601
33346,25244,0.6187
33347,17109,0.7036
33413,24223,0.7666
33413,33285,0.702
33413,32371,0.645
33413,24857,0.6187
33413,21897,0.6143
33413,27341,0.61
33413,24221,0.604
33416,5874,0.654
33423,28020,0.715
33431,28900,0.606
33435,23127,0.6665
33435,17584,0.651
33435,26064,0.6484
33435,28900,0.6245
33456,2415,0.7617
33456,935,0.76
33488,32668,0.6143
33497,25422,0.9595
33506,27587,0.628
33534,7322,0.751
33534,35806,0.6807
33534,12257,0.6553
33534,21661,0.654
33534,17574,0.6504
33534,30061,0.6475
33534,22496,0.625
33534,17566,0.621
33539,26174,0.714
33555,28020,0.6436
33571,33572,0.8145
33571,11725,0.6406
33571,12286,0.64
33571,33584,0.6235
33571,18652,0.614
33571,29940,0.6055
33571,16121,0.6
33572,33571,0.8145
33572,11256,0.66
33572,33584,0.6587
33572,27729,0.657
33572,33585,0.6494
33572,27743,0.645
33572,18652,0.6445
33572,29942,0.6284
33572,29940,0.623
33572,12288,0.6196
33577,33585,0.643
33584,29942,0.8022
33584,29940,0.789
33584,33585,0.761
33584,27743,0.7324
33584,33572,0.6587
33584,11380,0.6274
33584,33571,0.6235
33584,20233,0.6006
33585,33584,0.761
33585,29942,0.753
33585,29940,0.739
33585,27743,0.667
33585,33572,0.6494
33585,33577,0.643
33634,33635,0.6006
33635,15173,0.602
33635,27629,0.602
33635,33634,0.6006
33651,26962,0.6567
33661,17782,0.627
33661,33700,0.6147
33661,18226,0.6025
33674,22085,0.623
33694,22391,0.7764
33700,35328,0.725
33700,33661,0.6147
33700,31570,0.608
33700,24711,0.6025
33703,35328,0.6255
33705,26835,0.661
33725,29785,0.6504
33727,20601,0.606
33731,31359,0.6484
33731,20064,0.6245
33731,16018,0.615
33731,14694,0.6113
33731,18226,0.61
33731,36450,0.606
33767,30997,0.6147
33775,21897,0.645
33775,27651,0.619
33775,18650,0.606
33775,20033,0.6025
33807,16230,0.717
33820,29684,0.6377
33903,20843,0.6074
33925,15718,0.6074
33925,32070,0.6016
33943,24205,0.608
33949,28859,0.622
33949,33951,0.6167
33951,29969,0.6787
33951,34103,0.657
33951,33949,0.6167
33990,15463,0.6157
33990,19663,0.608
33990,15468,0.6064
34000,32227,0.85
34029,30892,0.6333
34029,35713,0.6157
34029,12503,0.604
34032,18476,0.676
34037,13142,0.666
34039,11965,0.7065
34039,25676,0.6606
34039,35215,0.6445
34039,30532,0.6445
34039,12286,0.638
34039,18960,0.6255
34039,12265,0.612
34039,26109,0.609
34039,26094,0.6045
34039,25282,0.601
34047,32140,0.6255
34101,34103,0.6807
34101,22607,0.6143
34103,34101,0.6807
34103,29969,0.6772
34103,33951,0.657
34103,29949,0.6274
34107,4541,0.614
34113,30703,0.6484
34122,9448,0.737
34164,27176,0.605
34172,6943,0.646
34188,25498,0.6597
34188,15092,0.6025
34189,16905,0.614
34234,34241,0.661
34234,25676,0.6123
34234,32680,0.6016
34241,34234,0.661
34241,27729,0.6406
34241,32680,0.6187
34241,32430,0.618
34241,11354,0.611
34262,37197,0.6157
34296,13861,0.604
34325,34328,0.694
34325,30153,0.653
34325,34329,0.6187
34328,34329,0.726
34328,34325,0.694
34328,15535,0.6724
34329,34328,0.726
34329,34325,0.6187
34343,35189,0.7803
34343,34344,0.687
34343,35190,0.6636
34343,33310,0.6597
34343,35193,0.647
34343,24323,0.6367
34343,32446,0.63
34344,34343,0.687
34344,35190,0.6196
34344,26342,0.605
34346,23511,0.711
34346,11978,0.66
34346,17954,0.644
34346,15886,0.6426
34347,34354,0.7373
34347,24649,0.6914
34347,20230,0.6895
34347,15722,0.6865
34347,18960,0.678
34347,31635,0.657
34347,19723,0.625
34347,34618,0.618
34347,30532,0.618
34347,12286,0.608
34354,31635,0.7637
34354,15722,0.743
34354,34347,0.7373
34354,37846,0.7183
34354,19512,0.7183
34354,28161,0.701
34354,34817,0.684
34354,11965,0.681
34355,4766,0.6753
34357,20923,0.718
34438,28291,0.67
34438,21745,0.6343
34441,34775,0.7827
34441,25145,0.628
34441,23110,0.6113
34551,863,0.822
34606,26563,0.718
34618,20230,0.661
34618,34347,0.618
34622,18636,0.6504
34622,18652,0.6475
34622,29581,0.634
34622,17471,0.605
34633,668,0.7544
34639,17792,0.624
34687,16642,0.61
34708,15463,0.637
34708,15455,0.625
34735,36812,0.6543
34757,29570,0.625
34757,14632,0.6143
34762,34765,0.646
34765,34762,0.646
34765,13142,0.606
34765,28327,0.6055
34765,24925,0.6006
34775,34441,0.7827
34779,5036,0.853
34817,34354,0.684
34817,15722,0.6523
34828,26553,0.6655
34828,36020,0.665
34828,13322,0.6606
34853,35441,0.61
34865,28302,0.777
35024,35027,0.71
35024,12256,0.661
35024,15535,0.608
35027,35024,0.71
35027,16105,0.6387
35036,28689,0.7734
35064,21929,0.6704
35064,24375,0.643
35086,36020,0.747
35087,11220,0.6714
35116,35118,0.6304
35118,35116,0.6304
35134,36477,0.7695
35155,27397,0.7095
35155,29477,0.6465
35155,29277,0.622
35155,17543,0.6104
35155,24717,0.6045
35161,35162,0.767
35161,28668,0.6504
35161,15535,0.63
35162,35161,0.767
35189,34343,0.7803
35189,35190,0.662
35189,4854,0.653
35189,24323,0.646
35189,32446,0.635
35189,14792,0.6084
35190,34343,0.6636
35190,35189,0.662
35190,34344,0.6196
35193,18611,0.6973
35193,29584,0.651
35193,34343,0.647
35193,25285,0.6064
35208,14639,0.6675
35208,23629,0.6436
35208,12524,0.632
35208,31635,0.6313
35208,25014,0.6123
35214,37899,0.702
35215,25676,0.783
35215,12286,0.7456
35215,35216,0.715
35215,11725,0.689
35215,12288,0.6636
35215,19663,0.6626
35215,34039,0.6445
35215,11965,0.6313
35215,35806,0.629
35216,35215,0.715
35216,25677,0.7017
35216,30168,0.671
35216,25676,0.671
35216,11726,0.6543
35216,12288,0.6445
35216,32430,0.6406
35216,12262,0.616
35220,35225,0.753
35220,18927,0.6816
35220,12256,0.662
35220,17574,0.645
35220,17584,0.6284
35220,17570,0.6245
35220,23106,0.6245
35220,22962,0.622
35222,27308,0.734
35225,35220,0.753
35225,17574,0.6943
35225,11463,0.6143
35225,23106,0.6104
35225,26131,0.608
35225,17748,0.6035
35225,12256,0.601
35240,6541,0.969
35240,23830,0.9365
35241,29252,0.823
35301,22354,0.89
35311,17524,0.767
35315,26209,0.8257
35315,30002,0.63
35317,29801,0.6123
35324,35086,0.629
35328,33700,0.725
35328,33703,0.6255
35360,23693,0.735
35387,9154,0.72
35402,23491,0.663
35402,30949,0.6245
35408,7105,0.889
35415,18650,0.6724
35415,28657,0.6655
35415,15886,0.6533
35415,15463,0.642
35415,15534,0.632
35415,11235,0.632
35415,33059,0.627
35415,31770,0.6245
35415,33057,0.619
35416,24793,0.661
35437,13886,0.7935
35437,24866,0.7056
35441,34853,0.61
35451,19507,0.742
35451,19723,0.7227
35451,36978,0.691
35451,19716,0.6904
35451,28663,0.668
35451,11978,0.6377
35451,19724,0.6343
35451,15722,0.6343
35451,17291,0.6304
35451,37112,0.628
35459,35462,0.686
35460,35462,0.69
35460,19723,0.653
35460,19716,0.63
35460,15722,0.6265
35460,31770,0.6064
35462,35460,0.69
35462,35459,0.686
35462,19716,0.663
35462,19512,0.6284
35462,28663,0.6045
35462,15722,0.6016
35485,35495,0.62
35492,20065,0.6016
35495,37805,0.6606
35495,35485,0.62
35495,18208,0.617
35495,18207,0.611
35496,25291,0.853
35496,20629,0.764
35496,22951,0.7515
35521,25282,0.691
35521,11973,0.682
35521,27347,0.67
35521,29581,0.658
35521,18960,0.634
35521,35530,0.626
35521,31770,0.6113
35521,17954,0.604
35521,24649,0.603
35530,25282,0.6406
35530,21019,0.637
35530,29875,0.6265
35530,35521,0.626
35530,13144,0.626
35530,15674,0.604
35573,12475,0.7134
35573,14689,0.694
35573,17447,0.692
35573,28161,0.684
35573,17955,0.6587
35573,37846,0.6455
35573,29784,0.6357
35573,29785,0.6313
35581,4910,0.6167
35626,14306,0.649
35626,18650,0.639
35626,24245,0.635
35667,29628,0.6177
35713,30892,0.74
35713,34029,0.6157
35713,19626,0.6
35774,5088,0.709
35777,21476,0.602
35806,33534,0.6807
35806,35807,0.652
35806,29948,0.637
35806,35215,0.629
35806,12286,0.6196
35806,17574,0.605
35806,19002,0.6045
35806,17576,0.604
35807,35806,0.652
35807,33534,0.615
35807,17576,0.608
35807,37293,0.6045
35815,35816,0.673
35816,35815,0.673
35854,25342,0.659
35854,12887,0.631
35854,15971,0.619
35854,16329,0.604
35865,32516,0.7573
35865,18030,0.6147
35898,15514,0.6426
35917,32071,0.642
35917,19436,0.626
35917,17516,0.612
35917,11235,0.6035
35944,16115,0.7056
35944,25676,0.673
35944,12286,0.6685
35944,19663,0.6567
35944,15463,0.6187
35944,35215,0.607
35961,35969,0.636
35969,35961,0.636
36020,26553,0.8647
36020,13322,0.7505
36020,35086,0.747
36031,19099,0.63
36031,18650,0.6157
36048,37530,0.7095
36092,15421,0.681
36092,37748,0.665
36092,24611,0.6396
36092,17210,0.6333
36092,14681,0.6143
36099,30946,0.659
36100,30949,0.6807
36199,36201,0.624
36201,36199,0.624
36228,25163,0.6484
36389,4850,0.8833
36399,28020,0.7974
36399,3990,0.6997
36442,7357,0.6646
36443,23957,0.739
36450,23959,0.689
36450,26562,0.6357
36450,22609,0.63
36466,36821,0.6255
36471,35113,0.6826
36474,22651,0.601
36477,35134,0.7695
36479,7341,0.664
36494,3075,0.6465
36501,7933,0.699
36543,36544,0.603
36544,36543,0.603
36603,24026,0.6465
36603,36604,0.627
36603,31635,0.6157
36603,19710,0.615
36604,19766,0.652
36604,11982,0.6357
36604,36603,0.627
36621,2586,0.7646
36662,19421,0.854
36699,26165,0.6753
36699,30949,0.6313
36699,22607,0.614
36699,17585,0.6133
36704,18300,0.7275
36704,15478,0.699
36709,13910,0.7153
36714,24816,0.816
36715,4951,0.888
36719,18611,0.6064
36719,15273,0.603
36721,24049,0.9023
36721,26847,0.732
36725,24109,0.631
36741,11513,0.784
36812,34735,0.6543
36865,18296,0.6714
36870,24853,0.677
36872,32646,0.621
36892,12390,0.6343
36892,14940,0.6226
36903,22115,0.684
36903,13322,0.658
36903,34828,0.631
36903,26553,0.618
36904,26939,0.6187
36919,36920,0.7456
36920,36919,0.7456
36920,22847,0.6396
36920,12257,0.6206
36920,11192,0.6177
36920,30270,0.6045
36920,23223,0.603
36925,21709,0.662
36925,35086,0.6465
36943,18662,0.7383
36949,31701,0.659
36949,18650,0.643
36949,15971,0.605
36950,12262,0.6445
36978,37112,0.729
36978,35451,0.691
36978,19507,0.6377
36978,19715,0.6255
36979,37117,0.674
36979,22378,0.663
36979,15767,0.6294
36979,19715,0.627
36979,19509,0.6245
36979,19723,0.6216
36982,19512,0.638
36982,19716,0.6025
36985,37117,0.668
36985,18635,0.655
36985,20058,0.6436
36990,9060,0.699
36992,23004,0.6045
37031,14664,0.606
37035,12256,0.694
37035,37682,0.6826
37035,18152,0.657
37035,15535,0.631
37035,24223,0.6235
37035,36450,0.6167
37047,18695,0.6655
37062,37063,0.6895
37062,12848,0.6074
37063,37062,0.6895
37063,18373,0.6167
37079,25168,0.6665
37112,36978,0.729
37112,33197,0.6323
37112,35451,0.628
37112,33192,0.602
37117,15767,0.6953
37117,36979,0.674
37117,36985,0.668
37117,18635,0.641
37117,20058,0.6357
37117,17293,0.62
37117,22378,0.6045
37123,37181,0.848
37145,22062,0.6367
37146,18585,0.61
37181,37123,0.848
37188,22115,0.647
37196,37197,0.6167
37197,22396,0.6196
37197,37196,0.6167
37197,34262,0.6157
37250,28987,0.6553
37250,19233,0.618
37264,12103,0.688
37276,15627,0.6187
37293,23156,0.6133
37293,35807,0.6045
37300,22140,0.647
37300,20064,0.61
37309,22518,0.6016
37316,525,0.749
37323,3104,0.602
37329,15227,0.61
37352,27940,0.648
37352,14907,0.6416
37352,29570,0.6357
37352,16135,0.6025
37385,3800,0.6104
37393,36715,0.635
37393,4951,0.6133
37394,4341,0.6396
37396,2224,0.613
37397,29532,0.759
37401,5049,0.8315
37511,11670,0.6
37530,36048,0.7095
37568,25528,0.8467
37586,6579,0.7144
37592,32862,0.6665
37592,12257,0.634
37614,24387,0.6294
37614,25952,0.6
37629,30861,0.663
37663,37115,0.6914
37678,29420,0.6313
37678,12262,0.609
37678,30952,0.6074
37678,11445,0.607
37682,30756,0.7583
37682,37035,0.6826
37688,10975,0.7627
37706,23731,0.607
37748,15421,0.764
37748,15420,0.6987
37748,26064,0.688
37748,36092,0.665
37748,32786,0.654
37748,30707,0.649
37748,26958,0.648
37748,26959,0.6235
37748,17584,0.6133
37784,4786,0.604
37784,26553,0.6025
37805,37806,0.7134
37805,35495,0.6606
37805,32788,0.6436
37806,37805,0.7134
37844,29835,0.707
37844,24649,0.636
37846,31635,0.753
37846,28161,0.734
37846,34354,0.7183
37846,12475,0.717
37846,29784,0.701
37846,29835,0.6934
37849,2224,0.6885
37852,30892,0.7134
37852,19232,0.6206
37852,12256,0.6016
37894,34343,0.608
37899,35214,0.702
37900,22289,0.685
37924,6552,0.739
37979,25877,0.6133
37992,4351,0.659
